_id,LOCATIONID,ASSET_ID,ASSET_NAME,TYPE,AMENITIES,ADDRESS,PHONE,URL,geometry
825,2293,334,ELKHORN PARKETTE,Park,Playground,2 Elkhorn Dr,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2293,"{""coordinates"": [[-79.3793756904239, 43.7713322435457]], ""type"": ""MultiPoint""}"
826,718,804,PARKWAY FOREST PARK,Park,"Ball Diamond, Outdoor Fitness Equipment, Playground, Sports Field",80 Parkway Forest Dr,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=718,"{""coordinates"": [[-79.3422030461915, 43.771513418939]], ""type"": ""MultiPoint""}"
827,663,504,HULLMAR PARK,Park,"Ball Diamond, Pickleball Court, Playground, Tennis Court",97 Hullmar Dr,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=663,"{""coordinates"": [[-79.5254185601434, 43.764938632392]], ""type"": ""MultiPoint""}"
828,1018,815,PETER SECOR PARK,Park,Playground,235 Coronation Dr,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1018,"{""coordinates"": [[-79.1808403897242, 43.7615630397758]], ""type"": ""MultiPoint""}"
829,601,287,DONWOOD PARK,Park,"Ball Diamond, Playground",35 Highbrook Dr,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=601,"{""coordinates"": [[-79.2644242293511, 43.7569155429156]], ""type"": ""MultiPoint""}"
830,1006,836,PRIMULA PARKETTE,Park,Playground,86 Primula Cres,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1006,"{""coordinates"": [[-79.5775186354026, 43.7612045416996]], ""type"": ""MultiPoint""}"
831,3780,57806,DR. GORDON CHONG PARK,Park,Playground,60 Howard St,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=3780,"{""coordinates"": [[-79.3729746291307, 43.6715562146855]], ""type"": ""MultiPoint""}"
832,2698,140,BUDD SUGARMAN PARK,Park,None,955 Yonge St,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2698,"{""coordinates"": [[-79.3886443007205, 43.6760041117327]], ""type"": ""MultiPoint""}"
833,124,1298,FAIRFORD AVENUE PARKETTE,Park,None,68 Fairford Ave,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=124,"{""coordinates"": [[-79.3206242144822, 43.6752506057886]], ""type"": ""MultiPoint""}"
834,2082,1065,TURNBERRY SOUTH PARK,Park,Playground,31 Alentejo St,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2082,"{""coordinates"": [[-79.4658451087193, 43.6769589964082]], ""type"": ""MultiPoint""}"
835,2261,1005,SUGAR BEACH PARK,Park,None,11 Dockside Dr,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2261,"{""coordinates"": [[-79.3674857945044, 43.6432584285317]], ""type"": ""MultiPoint""}"
836,212,998,STANLEY PARK NORTH - TORONTO,Park,"Basketball Court, Outdoor Ping Pong/Table Tennis, Playground, Washroom",890 King St W,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=212,"{""coordinates"": [[-79.4098430479658, 43.6431324087499]], ""type"": ""MultiPoint""}"
837,2213,1408,MCKEE PARKETTE,Park,None,21 Church Ave,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2213,"{""coordinates"": [[-79.4127294550222, 43.7738080778329]], ""type"": ""MultiPoint""}"
838,2302,342,EMPRESS TOT LOT,Park,None,304 Empress Ave,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2302,"{""coordinates"": [[-79.3967919091427, 43.773121546221]], ""type"": ""MultiPoint""}"
839,2463,691,MAUREEN PARKETTE,Park,Playground,2 Maureen Dr,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2463,"{""coordinates"": [[-79.372122911253, 43.7719035392205]], ""type"": ""MultiPoint""}"
840,312,366,FENSIDE PARK,Park,"Ball Diamond, Pickleball Court, Playground, Tennis Court",30 Slidell Cres,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=312,"{""coordinates"": [[-79.3272223149467, 43.7648962709531]], ""type"": ""MultiPoint""}"
841,337,310,EARL BALES PARK,Park,"Dog Off-Leash Area, Firepit, Picnic Site, Playground, Washroom",4169 Bathurst St,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=337,"{""coordinates"": [[-79.4311230903258, 43.7526488527384]], ""type"": ""MultiPoint""}"
842,2391,1583,WHITFIELD PARKETTE,Park,None,2990 Islington Ave,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2391,"{""coordinates"": [[-79.5716087043036, 43.759002026065]], ""type"": ""MultiPoint""}"
843,3715,72783,45 DALHOUSIE ST PARK,Park,None,45 Dalhousie St,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=3715,"{""coordinates"": [[-79.3754141162697, 43.6545133314241]], ""type"": ""MultiPoint""}"
844,2689,462,HARRISON PARK,Park,None,89 Truman Rd,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2689,"{""coordinates"": [[-79.3793790533567, 43.7611102491477]], ""type"": ""MultiPoint""}"
845,2168,1163,ADDINGTON GREENBELT,Park,None,37 R Wentworth Ave,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2168,"{""coordinates"": [[-79.4271390363653, 43.7593042596768]], ""type"": ""MultiPoint""}"
846,125,636,LITHUANIA PARK,Park,"Ball Diamond, Playground, Sports Field, Washroom",155 Oakmount Rd,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=125,"{""coordinates"": [[-79.4630029009203, 43.6587479549092]], ""type"": ""MultiPoint""}"
847,385,813,PERTH AVENUE PARKETTE,Park,Basketball Court,160 Perth Ave,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=385,"{""coordinates"": [[-79.4499983529266, 43.6587793087855]], ""type"": ""MultiPoint""}"
848,425,617,LEASIDE PARK,Park,"Ball Diamond, Outdoor Ping Pong/Table Tennis, Playground, Sports Field, Tennis Court, Washroom",5 Leaside Park Dr,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=425,"{""coordinates"": [[-79.3500980657578, 43.702196292248]], ""type"": ""MultiPoint""}"
849,884,566,KAY GARDNER BELTLINE PARK,Park,None,378 Mount Pleasant Rd,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=884,"{""coordinates"": [[-79.4113310638328, 43.6954503339248]], ""type"": ""MultiPoint""}"
850,2509,1447,OLYMPIA PARK,Park,None,50 Olympia Dr,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2509,"{""coordinates"": [[-79.4900854279754, 43.7041444108952]], ""type"": ""MultiPoint""}"
851,1974,756,NOBLE PARK,Park,"Ball Diamond, Basketball Court, Playground",74 Sandcliff Rd,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1974,"{""coordinates"": [[-79.5012384961313, 43.6772297481904]], ""type"": ""MultiPoint""}"
852,659,476,HENDON PARK,Park,"Ball Diamond, Playground, Tennis Court, Washroom",50 Hendon Ave,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=659,"{""coordinates"": [[-79.4207514304895, 43.781475105622]], ""type"": ""MultiPoint""}"
853,696,744,MUIRHEAD PARK,Park,"Ball Diamond, Outdoor Fitness Equipment, Playground",65 Muirhead Rd,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=696,"{""coordinates"": [[-79.3379590979191, 43.7801914773283]], ""type"": ""MultiPoint""}"
854,2186,336,ELLESMERE PARK,Park,"Outdoor Dry Pad, Playground, Skateboarding, Sports Field",20 Canadian Rd,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2186,"{""coordinates"": [[-79.2989340436347, 43.7605553461824]], ""type"": ""MultiPoint""}"
855,3635,58782,ATRIA SOUTH PARK,Park,None,63 Ann O'Reilly Rd,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=3635,"{""coordinates"": [[-79.3288965813281, 43.7737361487828]], ""type"": ""MultiPoint""}"
856,215,132,BROADLANDS PARK,Park,"Ball Diamond, Playground, Tennis Court",19 Castlegrove Blvd,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=215,"{""coordinates"": [[-79.3212925044694, 43.7459134838655]], ""type"": ""MultiPoint""}"
857,299,822,PLAYTER GARDENS,Park,None,4 Cambridge Ave,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=299,"{""coordinates"": [[-79.3606441514221, 43.6761903649645]], ""type"": ""MultiPoint""}"
858,2342,1328,GLENELLEN PARKETTE,Park,None,63 Glenellen Dr E,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2342,"{""coordinates"": [[-79.4954482404427, 43.640619013426]], ""type"": ""MultiPoint""}"
859,2281,1317,GATEWAY PARK,Park,None,40 Liberty St,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2281,"{""coordinates"": [[-79.4119174331757, 43.6393331052003]], ""type"": ""MultiPoint""}"
860,2544,816,PETER STREET BASIN PARK,Park,None,370 Queens Quay W,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2544,"{""coordinates"": [[-79.3897486591197, 43.6384910224043]], ""type"": ""MultiPoint""}"
861,1036,812,PEMBERTON PARKETTE,Park,Playground,89 Pemberton Ave,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1036,"{""coordinates"": [[-79.4094926391022, 43.7817631614823]], ""type"": ""MultiPoint""}"
862,1478,1149,WOODSWORTH PARK,Park,Ball Diamond,122 Sedgemount Dr,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1478,"{""coordinates"": [[-79.2363634978414, 43.7662771223652]], ""type"": ""MultiPoint""}"
863,545,270,DEMPSEY PARK,Park,Playground,250 Beecroft Rd,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=545,"{""coordinates"": [[-79.4177519081555, 43.7700405017306]], ""type"": ""MultiPoint""}"
864,1457,294,DRIFTWOOD PARK,Park,"Ball Diamond, Playground",44 Tobermory Dr,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1457,"{""coordinates"": [[-79.5108125645306, 43.7626020892504]], ""type"": ""MultiPoint""}"
865,565,227,CORNELL PARK,Park,"Basketball Court, Outdoor Dry Pad, Playground",18 Beran Dr,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=565,"{""coordinates"": [[-79.2186335976414, 43.7587330971948]], ""type"": ""MultiPoint""}"
866,76,1538,THE TOLLKEEPER'S PARK,Park,None,750 Davenport Rd,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=76,"{""coordinates"": [[-79.4167654095459, 43.6769819347007]], ""type"": ""MultiPoint""}"
867,408,985,ST. JAMES PARK,Park,Playground,120 King St E,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=408,"{""coordinates"": [[-79.3729695242138, 43.6509190187712]], ""type"": ""MultiPoint""}"
868,877,949,SILVER CREEK PARK,Park,"Ball Diamond, Outdoor Fitness Equipment, Playground, Tennis Court, Washroom",44 Strathdee Dr,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=877,"{""coordinates"": [[-79.5434038311754, 43.6827011188454]], ""type"": ""MultiPoint""}"
869,366,154,CARLAW AVENUE PARKETTE,Park,Playground,805 Carlaw Ave,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=366,"{""coordinates"": [[-79.3469806626057, 43.6792990934975]], ""type"": ""MultiPoint""}"
870,461,1152,WYCHWOOD BARNS PARK,Park,"Dog Off-Leash Area, Outdoor Ping Pong/Table Tennis, Picnic Site, Playground",76 Wychwood Ave,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=461,"{""coordinates"": [[-79.4236963301444, 43.6797030716251]], ""type"": ""MultiPoint""}"
871,1848,211,CLOVERCREST PARKETTE,Park,Playground,23 Clovercrest Rd,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1848,"{""coordinates"": [[-79.3622150340752, 43.7742275931179]], ""type"": ""MultiPoint""}"
872,275,1103,WEST HILL PARK,Park,"Ball Diamond, Playground",170 Weir Cres,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=275,"{""coordinates"": [[-79.1956035888395, 43.7702518540667]], ""type"": ""MultiPoint""}"
873,665,532,IRVING W. CHAPLEY PARK,Park,"Ball Diamond, Basketball Court, Outdoor Dry Pad, Pickleball Court, Playground, Tennis Court",205 Wilmington Ave,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=665,"{""coordinates"": [[-79.4552215175651, 43.7617768366639]], ""type"": ""MultiPoint""}"
874,2178,133,BROOKBANKS PARK,Park,Playground,75 Brookbanks Dr,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2178,"{""coordinates"": [[-79.3285072566943, 43.7557738842589]], ""type"": ""MultiPoint""}"
875,338,259,DAVID CROMBIE PARK,Park,"Ball Diamond, Basketball Court, Dog Off-Leash Area, Playground",131 The Esplanade,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=338,"{""coordinates"": [[-79.3673390336933, 43.6487685171545]], ""type"": ""MultiPoint""}"
876,209,204,CHERRY BEACH CLARKE BEACH PARK,Park,"Beach, Dog Off-Leash Area, Picnic Site, Washroom",1 Cherry St,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=209,"{""coordinates"": [[-79.3393838456921, 43.6406162135063]], ""type"": ""MultiPoint""}"
877,934,1053,TRACE MANES PARK,Park,"Ball Diamond, Playground, Tennis Court",110 Rumsey Rd,416-396-2853,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=934,"{""coordinates"": [[-79.3674495114294, 43.7055701921424]], ""type"": ""MultiPoint""}"
878,3520,206,CLIFFSIDE RAVINE,Park,None,10 Delano Pl,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=3520,"{""coordinates"": [[-79.2480235697637, 43.7038679671255]], ""type"": ""MultiPoint""}"
879,2071,1548,TWELFTH STREET PARKETTE,Park,None,1 Twelfth St,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2071,"{""coordinates"": [[-79.508574303166, 43.5941885738279]], ""type"": ""MultiPoint""}"
880,393,1098,WELLS HILL PARK,Park,"Outdoor Ping Pong/Table Tennis, Picnic Site, Playground, Washroom",145 Hilton Ave,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=393,"{""coordinates"": [[-79.4163936823354, 43.6828958148488]], ""type"": ""MultiPoint""}"
881,2025,479,HERON PARK,Park,"Ball Diamond, Playground, Tennis Court, Washroom",292 Manse Rd,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2025,"{""coordinates"": [[-79.1772994003733, 43.7692842405761]], ""type"": ""MultiPoint""}"
882,2381,1180,BASSWOOD PARKETTE,Park,None,98 Horsham Ave,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2381,"{""coordinates"": [[-79.4195678303804, 43.7738224919585]], ""type"": ""MultiPoint""}"
883,734,825,PLUNKETT PARK,Park,Playground,188 Plunkett Rd,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=734,"{""coordinates"": [[-79.571599297475, 43.7629546598207]], ""type"": ""MultiPoint""}"
884,998,763,NORTH HUMBER PARK,Park,"Ball Diamond, Playground",2851 Kipling Ave,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=998,"{""coordinates"": [[-79.5876611273004, 43.757416173534]], ""type"": ""MultiPoint""}"
885,2234,234,COTSWOLD PARK,Park,None,44 A Cotswold Cres,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2234,"{""coordinates"": [[-79.3978460525801, 43.7580143030744]], ""type"": ""MultiPoint""}"
886,1510,463,HARRISON PROPERTIES,Park,None,1845 Kingston Rd,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1510,"{""coordinates"": [[-79.2585112482202, 43.6943590052197]], ""type"": ""MultiPoint""}"
887,2248,1259,DANFORTH - BIRCHMOUNT PARKETTE,Park,None,3625 Danforth Ave,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2248,"{""coordinates"": [[-79.2669219080227, 43.6955127328948]], ""type"": ""MultiPoint""}"
888,608,1147,WOODBOROUGH PARK,Park,"Ball Diamond, Basketball Court, Playground",1486 Castlefield Ave,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=608,"{""coordinates"": [[-79.4696432351612, 43.6968422103694]], ""type"": ""MultiPoint""}"
889,240,911,TORONTO METROPOLITAN UNIVERSITY SQUARE,Park,Washroom,25 Gould St,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=240,"{""coordinates"": [[-79.3796807057292, 43.6574752237641]], ""type"": ""MultiPoint""}"
890,2731,629,LILLIAN H. SMITH PARK,Park,None,180 Huron St,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2731,"{""coordinates"": [[-79.3982729658787, 43.6576979804625]], ""type"": ""MultiPoint""}"
891,2280,1396,LONGMORE PARK,Park,None,196 Dunview Ave,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2280,"{""coordinates"": [[-79.4027230876987, 43.7777228770316]], ""type"": ""MultiPoint""}"
892,2189,1302,CARNEY PARK,Park,None,17 Carney Rd,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2189,"{""coordinates"": [[-79.4278286991621, 43.7779419611527]], ""type"": ""MultiPoint""}"
893,2402,1374,KENNARD PARKETTE,Park,None,183 Kennard Ave,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2402,"{""coordinates"": [[-79.4630358632808, 43.7593498685642]], ""type"": ""MultiPoint""}"
894,5,276,DERRYDOWNS PARK,Park,"Firepit, Washroom",271 Derrydown Rd,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=5,"{""coordinates"": [[-79.5073189225195, 43.7543026026748]], ""type"": ""MultiPoint""}"
895,784,394,GALLOWAY PARK,Park,Playground,90 Galloway Rd,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=784,"{""coordinates"": [[-79.1937034114438, 43.7567871111071]], ""type"": ""MultiPoint""}"
896,945,14,ALBERT STANDING PARK,Park,Picnic Site,50 Bogert Ave,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=945,"{""coordinates"": [[-79.4131720754705, 43.7604649362376]], ""type"": ""MultiPoint""}"
897,572,371,FIRGROVE PARK,Park,"Basketball Court, Pickleball Court, Playground, Sports Field, Tennis Court",254 Firgrove Cres,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=572,"{""coordinates"": [[-79.5215981441151, 43.7506299180344]], ""type"": ""MultiPoint""}"
898,843,407,GIHON SPRING PARK,Park,"Ball Diamond, Basketball Court, Pickleball Court, Playground, Tennis Court, Washroom",75 Gihon Spring Dr,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=843,"{""coordinates"": [[-79.5946310987278, 43.7545277670049]], ""type"": ""MultiPoint""}"
899,130,643,LOGAN AVENUE PARKETTE,Park,None,916 Logan Ave,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=130,"{""coordinates"": [[-79.3503775949123, 43.6786456301726]], ""type"": ""MultiPoint""}"
900,239,1540,THOROGOOD GARDENS,Park,None,53 Allen Ave,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=239,"{""coordinates"": [[-79.3495752139319, 43.6633568579785]], ""type"": ""MultiPoint""}"
901,81,261,DE GRASSI ST PARKETTE,Park,Playground,125 De Grassi St,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=81,"{""coordinates"": [[-79.3467983106305, 43.6630640200863]], ""type"": ""MultiPoint""}"
902,2688,1589,WIMBLETON ROAD SOUTH PARKETTE,Park,None,60 Wimbleton Rd,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2688,"{""coordinates"": [[-79.5241801617706, 43.6607534099911]], ""type"": ""MultiPoint""}"
903,668,411,GLAMORGAN PARK,Park,"Ball Diamond, Basketball Court, Outdoor Ping Pong/Table Tennis, Playground, Washroom",50 Antrim Cres,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=668,"{""coordinates"": [[-79.28867580455, 43.7726448062954]], ""type"": ""MultiPoint""}"
904,2370,480,HICKORYNUT PARKETTE,Park,None,87 Hickorynut Dr,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2370,"{""coordinates"": [[-79.3262781082455, 43.7750586732817]], ""type"": ""MultiPoint""}"
905,2664,1564,VYNER GREENBELT,Park,None,16 Vyner Rd,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2664,"{""coordinates"": [[-79.3717202773847, 43.7610520974473]], ""type"": ""MultiPoint""}"
906,2044,461,HARLANDALE PARKETTE,Park,Playground,206 Harlandale Ave,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2044,"{""coordinates"": [[-79.4215080067587, 43.7603108786983]], ""type"": ""MultiPoint""}"
907,2656,648,LORD SEATON PARK,Park,"Outdoor Fitness Equipment, Playground",168 Upper Canada Dr,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2656,"{""coordinates"": [[-79.3969293545534, 43.7597336343403]], ""type"": ""MultiPoint""}"
908,2697,827,POPLAR PARK,Park,"Ball Diamond, Playground",40 Wooster Wood,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2697,"{""coordinates"": [[-79.1892108274768, 43.7558364565504]], ""type"": ""MultiPoint""}"
909,990,455,HAIMER PARK,Park,Playground,46 Haimer Ave,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=990,"{""coordinates"": [[-79.5908186131553, 43.7552325571087]], ""type"": ""MultiPoint""}"
910,2552,853,RANCHDALE PARK,Park,Playground,44 Ranchdale Cres,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2552,"{""coordinates"": [[-79.3230115741574, 43.7511797658698]], ""type"": ""MultiPoint""}"
911,2468,697,MCALLISTER PARK,Park,Playground,31 McAllister Rd,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2468,"{""coordinates"": [[-79.4400430172777, 43.7526724853656]], ""type"": ""MultiPoint""}"
912,766,1052,TOURNAMENT PARK,Park,"Playground, Tennis Court",40 Tournament Dr,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=766,"{""coordinates"": [[-79.3996976330704, 43.7515342359626]], ""type"": ""MultiPoint""}"
913,1021,1011,SUNNYLEA PARK,Park,"Pickleball Court, Playground, Tennis Court",195 Prince Edward Dr S,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1021,"{""coordinates"": [[-79.5016309489152, 43.6415571078008]], ""type"": ""MultiPoint""}"
914,49,686,MASARYK PARK,Park,"Outdoor Ping Pong/Table Tennis, Playground",212 Cowan Ave,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=49,"{""coordinates"": [[-79.4331286548139, 43.6403042642431]], ""type"": ""MultiPoint""}"
915,369,1242,COE HILL DRIVE PARKETTE,Park,None,110 Coe Hill Dr,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=369,"{""coordinates"": [[-79.4741477110276, 43.641253154244]], ""type"": ""MultiPoint""}"
916,2446,650,LORRAINE DRIVE PARK,Park,Playground,29 Lorraine Dr,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2446,"{""coordinates"": [[-79.4173608061154, 43.7775148147084]], ""type"": ""MultiPoint""}"
917,556,1080,VRADENBURG PARK,Park,"Ball Diamond, Playground",40 Vradenberg Dr,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=556,"{""coordinates"": [[-79.3101958276517, 43.7748452162814]], ""type"": ""MultiPoint""}"
918,2404,576,KENNETH PARK,Park,Playground,417 Kenneth Ave,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2404,"{""coordinates"": [[-79.4105380997098, 43.77719930899]], ""type"": ""MultiPoint""}"
919,794,926,SCARDEN PARK,Park,"Ball Diamond, Playground",1649 Warden Ave,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=794,"{""coordinates"": [[-79.3046198965659, 43.7748498083462]], ""type"": ""MultiPoint""}"
